	BP4	BP5	BP6	BP7	BP8	BP9	DBS1-1	DBS1-2	DBS1-3	DBS2-1	DBS2-4	DBS2-5	DS3	DS4	DX1	DX2	DX4	FK1	FK2	FK3	FK4	FK5	HSP1	HSP2	JA1	JA2	JA3	JA4	JA5	JA6	LL2	LL3	LL4	LL6	LL7	LSA1	LSA2	LSA3	LSA4	LSA5	MAS1	MAS2	MAS3	MAS4	MAS5	SKS1	SKS3	SKS4	SKS5	TL1-1	TL1-2	TL1-3	TL1-4	TL1-5	TL2-1	TL2-2	TL2-3	TL2-4	TL2-5	WH1	WH2	WH3	WH4	WH5	WY1	WY2	WY3	WY4	WY5	YF1	YF2	YF3	YF4	YF5	YP1	YP2	YP3	YP4	YP5	YS1	YS2	YS3	YS4	YS5	ZJ1	ZJ2	ZJ3	ZJ4	ZJ5	ZJ7
FK4.bin26	0.083482977	0.084326492	0	0	0.010371336	0.056902197	0.426609278	0	0	0.415704402	710.0370759	0.159883869	0.718883056	1.640576647	0	0	0	508.9720183	0.150884557	485.7371089	550.6366279	657.946297	0	0	0	0	0.436956263	0	0	0	0	0	0	0	0	0.916114474	0.492021013	1.726727549	0.870994333	1.169983347	0	0	0	0	0	1.009764126	2.908916508	0.440715959	2.710709378	0.286001687	0.093488841	10.51340504	7.358514491	0.568499095	0.085153501	0	0	0	0	0	0	0	0	0	1.84386672	2.036110708	2.323759618	1.952815496	1.510509488	0.05787658	0.02720445	0.006288481	0.048148513	0.091701718	0.115025489	0	0	0.624557669	0	0.309980558	0.221351263	0.208186043	0.79978799	0.091701729	0	0	0	0	0	0
FK4.bin35	0.067727194	0.196876715	0.071225358	0.10904465	0.080965753	0.238165579	1.381264209	4.024120552	0.587046356	1.170204986	9.595301932	0.380861637	3.695487431	3.896560115	0	0	0	0.574863953	0	8.563960219	45.0244678	5.071634976	0.0732745	0.064419012	0	0.149971756	0	0	0	0	0	0	0	0	0	2.857078398	3.397382626	7.492958452	3.089499857	2.062692112	0	0.26295438	0.173084056	0.004653338	0.414438082	102.1235154	36.41650684	16.59863693	19.01034056	0.118866777	0.049391901	11.27220714	7.875330772	2.598027905	0	0	0	0	0	0	0.206345613	0.021153317	0	0	0.965957848	1.271059009	1.39053981	2.424245726	0.133807696	0.234529851	0.035508337	0.018007219	0.021652056	0.027416197	0	0.080361265	0	0.031889648	0.350263469	0	0	0.147552572	0.595894274	0.027416201	0	0	0	0	0	0
FK4.bin36	0.971367735	2.191505761	0.90335306	1.151602514	1.111757613	2.622687766	8.831348356	22.12375782	3.26460406	8.368102219	1.867956525	1.306456649	14.89929058	20.54719131	0	0	0	0.388075588	0	1.925554685	21.25073287	4.712925699	0.664511468	0.375166287	0.09150702	0.023888796	0.045709898	0	0	0	0	0	0	0	0	1.364459258	1.790285413	2.125652213	1.040018963	1.899135472	0.024101948	0.941713793	0.537196945	0.144754327	5.115249616	1.789422946	1.6626542	1.333490216	4.273324471	0	0	0.287928023	0.199075929	0.345021787	0	0	0	0	0	0	0.747592567	0	0	0	2.554495571	0.950342028	1.98695194	3.701191892	0.371866835	0.667428792	0.02665612	0.020383253	0.022085316	0.030174074	0.007756492	0	0	0	0	0	0	0.035847591	0.152889018	0.030174078	0	0	0	0	0	0
FK5.bin1	0.112160709	0.332422846	0.218825772	0.257269994	0.154190818	0.398339811	12.33336891	16.76723258	8.499516753	14.76812579	3.27563138	3.077095405	9.082671268	7.798891268	0	0	0	3.09728838	0	3.860844774	15.8141933	10.11367201	0.127580744	0.067269474	0.048730164	0	0	0	0	0	0	0	0	0	0	2.615860456	3.356829291	4.641424049	2.769206743	4.867539715	0.185930171	2.194195842	1.659561492	0.361214309	1.536505525	4.81949405	2.197846806	0.764079321	8.412799646	0.844149897	0.147542589	0.641003352	0.705556203	2.302956907	0	0	0	0	0	0	1.716586373	0	0	0	3.456522525	2.651126691	2.857789303	4.637716357	0.564785014	7.226022768	1.032065371	0.832038873	0.808193694	0.091102292	0.012694778	0	0	0.014712203	0	0.024428246	0.019110552	0.156754689	0.380962139	0.091102303	0	0	0	0	0	0
HSP2.bin10	0	0	0	0	0	0	0	0.065638743	0	0	0	0	6.364592701	5.082595554	0	0	0	0	0	0	0	0	186.0032432	572.5935941	0	0	0	0	0	0	0	0	0	0	0	6.02177943	9.197388143	8.107081819	6.7035519	18.39770315	0	0.097605417	0.040546803	0	0	0.448409574	0.436940474	2.072788833	2.908846381	0.056258055	0.036141898	0.009595078	0.006330885	0	0	0	0.000945906	0	0	0	0.077780483	10.05720331	0	0	0.342480006	0.303444997	0.356973298	0.394209938	0	0.479491214	0.675680575	0.468274025	0.250145663	0	0	0	0	0	0	0.070361185	0.000737743	0.022363059	0.246789093	0	0	0	0	0	0	0
HSP2.bin5	0	0.034259961	0	0.00908231	0	0.015188865	0.500444177	1.101749893	0.199766856	0.304381693	0.160109667	0.138811681	5.985628925	8.229140957	0	0	0	0.13832768	0	0.307444898	0.58804537	0.586229636	26.53105225	113.875916	0.000139206	0	0	0	0	0	0	0	0	0	0	13.17769381	10.232916	23.0849471	16.10753432	16.05176753	0.021438476	0.279014664	0.152573226	0.002824969	0.024690832	0.851012791	0.297076612	0.403413334	1.253891796	2.848551327	0.502320622	3.412221183	1.906431379	0.899734367	0	0	0	0	0	0	0.21763687	0.100542799	0	0	0.685718357	0.572842485	1.135563228	0.759055833	0	0.954831522	1.696756801	1.67472614	1.301031357	0.014097336	0	0	0	0	0	0.058242041	0.028787741	0.110857146	0.52687656	0.014097337	0	0	0	0	0	0
LL2.bin47	0.199740873	0.315525438	0.064800553	0.071247785	0.127099628	0.281677656	0.270914991	0.649863534	0.109725059	0.51042108	0.162874878	0.206755819	11.51616854	25.26536855	0	0	0	0	0	0.118940243	0.176601289	0.183828223	0.861387538	0.473315883	0.297322731	0.083426044	0.281862162	0.056039802	0.27078113	0	11.30077158	8.052843082	11.55870303	2.46790143	1.967698313	28.92962485	6.99825453	12.55038686	6.70441267	5.980840978	0	0.006597115	0.01464232	0	0.04262352	0.329973009	0.345824889	0.162180099	0.877683033	0.051879327	0.043309377	16.6495061	14.00488005	1.078159807	0	0	0	0	0	0	0	0	0	0	0.123832421	0.165099584	0.225862545	0.159270764	0	0.107904619	0.000249048	0	0.008568884	0.019467338	29.39228128	0	0.033987133	8.298877948	0	0	0	0.170565289	0.217240351	0.019467341	0.814788407	0.731380949	0.716824784	0.777112574	0.635383463	0.318131658
LSA1.bin7	0	0.017615838	0	0.000876356	0	0.008316589	0.623844106	1.514684751	0.260509097	0.277757723	0.165486773	0.167806811	12.03280429	14.47195253	0	0	0	0.251255916	0	0.287760007	1.245158445	1.077650691	13.30015117	48.52413379	0	0	0	0	0	0	0	0	0	0	0	30.44939267	17.80868274	21.28879201	19.269882	26.50316088	0.069983848	0.769834385	0.575259041	0.035618106	0.03922118	1.690502213	1.78291678	0.991211543	11.47253728	3.378309822	1.186095219	4.469318561	3.101387581	2.271877962	0.017992109	0	0	0	0	0	0.660377221	1.836038716	0	0	0.934106929	0.868341633	1.296090701	1.002106622	0.206455396	0.900865681	0.826413716	0.904413081	0.39181904	0	0	0	0	0	0	0.011914826	0	0.099855815	0.198540443	0	0	0	0	0	0	0
LSA5.bin115	1.411002095	3.571831402	3.027452261	2.721719704	2.026893711	4.408409976	5.866897152	13.18269204	2.989291272	2.956512984	1.481557941	0.584917139	85.00326053	100.3540496	0	0	0	0.341626449	0	2.195701007	2.376445767	1.766815466	0.456593344	0.495944538	0.503172098	0.127524929	0.257942375	0.127616374	0.17591461	0.030299443	0.046099008	0.045627185	0.029288338	0	0	11.515287	15.30065435	17.80680659	11.07336219	19.84275171	0.092484456	1.275921434	0.692803938	0.088181762	1.572497126	2.158705925	0.553426398	0.678376969	1.91859986	0.341015459	0.05150339	0.403848181	0.275376246	0.469336111	0	0	0	0	0	0	1.0160268	0	0	0	4.299856848	3.048643342	8.831143285	2.879391625	3.889727045	1.046093595	0.289930866	0.334150857	0.25006093	0	0	0	0	0	0	0	0	0.016053609	0.104130387	0	0.082544592	0	0.027290348	0.034777847	0.026473757	0
LSA5.bin79	0	0	0	0	0	0	0	0	0	0	0	0	0.114800884	0.16348093	0	0	0	0	0	0	0	0	0.028897596	0.08693786	0	0	0	0	0	0	0	0	0	0	0	24.25759729	31.35437882	24.16680684	30.9420978	52.65234168	0	0	0	0	0	0	0	0	0.007009112	0	0	0.002904193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.939160979	0.096057817	0.048697972	0.052919279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSA5.bin80	0	0.020290889	0	0	0	0.002189243	0.317958079	0.704645446	0.073782784	0.136535977	0.037217184	0.04095549	15.62746075	14.55656281	0	0	0	0.015843306	0	0.047401211	0.16465528	0.206201023	0.017924198	0.051095877	0.023207929	0	0	0	0	0	0.010176624	0.014663039	0	0	0	40.80843758	36.91144479	59.90767919	63.14157451	68.49609178	0.762968914	2.858286435	2.570205082	0.298238621	0.360441746	1.270251104	0.289576995	0.276371112	0.89636458	1.278388032	0.144491082	0.959769079	0.561770043	0.19065634	0	0	0	0	0	0	2.156826154	0	0	0	1.074332775	0.987615291	23.33156749	1.122479929	0.386629202	0.294108903	0.370365539	0.368790103	0.307245155	0.001849263	0	0	0	0	0	0.041846656	0.009305874	0.040862517	0.332814534	0.001849263	0	0	0	0	0	0
LSA5.bin97	0	0	0	0	0	0	0.129006624	0.360355161	0.035531423	0.045136206	0.004125731	0.05931149	8.473782156	25.97159988	0	0	0	0.003742459	0	0.021880642	0.072451749	0.103757772	0.015227997	0.026640707	0	0	0	0	0	0	0	0	0	0	0	15.35409283	11.68281741	11.63162067	13.82497564	19.06422754	0	0.207343676	0.204267363	0	0	0.944519764	0.63532205	0.188479073	3.137540143	0.195286117	0.103614947	0.158070252	0.187402655	0.151469244	0	0	0	0	0	0	0.201590694	0.223550571	0	0	0.160629626	0.141939383	0.170073579	0.184907461	0	0.244387686	0.207074735	0.236957083	0.087152124	0	0	0	0	0	0	0	0	0	0.067493338	0	0	0	0	0	0	0
MAS2.bin24	0.049599348	0.239751569	0.084182524	0.164040223	0.07601591	0.226915326	11.14976176	19.28550767	4.324893985	14.026982	3.026748487	4.198477519	20.15935236	20.96542917	0	0	0	3.918777477	0	4.281576934	12.04754687	11.1631256	0.724564776	5.300699893	0.052495949	0.02276707	0.004291566	0.018840652	0	0	0	0	0	0	0	20.39673514	12.44052797	29.11311384	26.70230755	15.68117164	2.70142328	10.54067139	5.339918938	1.251080416	1.660538271	20.71578904	5.044330011	2.715375847	29.04368053	23.21435987	3.035575259	15.68535494	9.534877848	8.248102308	0	0	0	0	0	0	6.440915249	0.022100144	0	0	1.58134131	1.026225068	1.731327993	3.222964677	0.320839739	5.119818105	12.57303824	9.699773332	8.189848392	0.155360339	0.040438081	0	0	0.141766155	0	0.157569386	0.106887058	0.506829886	1.139387298	0.155360357	0	0	0	0	0	0
MAS5.bin15	0.96826321	2.112638265	1.620299434	1.754999358	1.211059883	2.696936331	6.638340322	17.16658297	3.042335434	2.913630558	1.125803679	0.610725148	31.20465294	45.50894207	0	0	0	0.042050534	0	1.523434796	4.055999191	1.02772986	0.551325491	0.351736338	0.269663749	0.069377758	0.163064864	0.047606853	0.100427213	0.009124732	0.014973803	0	0.010242986	0	0	1.99757433	2.958069045	2.956026386	1.383154357	2.904323053	0.066143692	1.066073972	0.390979775	0.192850662	34.56681689	0.337581556	0.704968719	0.946878789	1.509258201	0	0	0	0	0.079829593	0	0	0	0	0	0	0.807157625	0	0	0	1.413464385	1.035599648	2.849581663	1.113927982	1.026103336	1.142030616	0.012037929	0	0	0.01539838	0.015070066	0	0	0	0	0	0	0	0.088713515	0.015398382	0.052080686	0	0	0.018216008	0.005903865	0
SKS5.bin15	0.431097436	1.006688682	0.656714868	0.635319937	0.520603741	1.240805951	9.343936261	25.54918701	3.291500746	3.783749542	1.215682983	0.996697462	25.67434682	32.92695369	0	0	0	0.281942825	0	1.719396042	7.772701105	2.560264927	1.261719267	1.174305397	0.196398111	0.058989878	0.085340685	0.067855375	0.022734738	0	0.008774562	0	0	0	0	5.479088921	5.819991488	7.885786072	4.756772676	6.222542102	0.010827989	0.854299369	0.377210275	0.107444479	4.982145797	2.545096904	2.124633253	1.890514922	7.408294638	1.033421869	0.088129926	2.172347418	1.190066098	0.56819956	0	0	0	0	0	0	0.638022149	0	0	0	0.952369986	0.737975618	1.731206624	0.862495583	0.272201798	1.441800174	0.491630215	0.561473184	0.444532736	0.036595821	0.032320488	0	0	0.005415848	0	0.000896142	0	0.073507204	0.228163874	0.036595825	0.01620069	0	0	0	0	0
SKS5.bin53	0	0.01403564	0	0	0	0.008770222	1.508291123	3.571525336	0.565175014	0.583690164	0.269123901	0.43466889	4.391167963	9.504527739	0	0	0	0.535391973	0	0.555763322	2.083143149	1.875624649	3.709882147	5.120321717	0	0	0	0	0	0	0	0	0	0	0	34.57486526	7.109904713	7.404431488	10.26477397	7.736768853	0.15452228	1.071168184	0.921224201	0.081429161	0.089537147	3.207393014	3.73800412	1.498582917	25.62403553	6.083581161	2.090138694	6.332225806	5.140508646	4.233683976	0.034177061	0	0	0	0	0	0.964251183	0.603574475	0	0	0.692660178	0.757031628	0.777111629	0.779288704	0.09092521	0.995274959	0.830437524	1.214625792	0.47674823	0	0	0	0	0	0	0.008724	0	0.210208516	0.274763198	0	0	0	0	0	0	0
TL1-3.bin68	0.108609258	0.177251301	0.086150741	0.026901325	0.064141729	0.152106522	2.488816743	5.856942341	0.826807839	2.453517754	0.43988457	1.564225437	44.60560203	47.22139372	0	0	0	0.037493241	0	0.279833384	1.058160705	0.934176993	10.16565732	5.508470061	0.048387627	0.011262513	0.034978632	0	0	0	0.563343	0.410098551	1.28721086	0.12131499	0.080314968	37.12784997	17.28058675	17.98155238	9.653712037	8.475949902	0	0.125156708	0.234194971	0	0.394731448	5.385728646	4.90008858	3.042447967	13.94973063	1.168437731	1.268589334	505.5882458	377.2691599	26.51614918	0	0	0	0	0	0.1212644	0.11974002	0.202012524	0.027960405	0	0.17059616	0.250164809	0.292052276	0.248460931	0	0.603645493	0.14831157	0.152750205	0.238518038	0.335752413	110.0456255	0	0.17757648	34.38937545	0	0.148336151	0.095820943	1.080914286	1.653273915	0.335752454	0.098287186	0.036554518	0.051718377	0.067887731	0.050097642	0
TL1-4.bin66	0	0	0	0	0	0	0.067238182	0.090797966	0.006545321	0.047016317	26.66179147	0.018421117	0.321845686	0.621120386	0	0	0	20.42297009	0	20.10748315	29.1176068	28.60515046	0	0	0	0	0	0	0	0	0	0	0	0	0	0.310570397	0.195814105	0.558797565	0.279020441	0.348879749	0	0.007310268	0	0	0	0.220688377	0.620262292	0.109755541	0.629891348	1.652083303	0.511221804	6.437357566	7.63350131	11.16249437	0	0	0	0	0	0	0	0.00206687	0	0	0.250822769	0.292110494	0.335314288	0.305993562	0	0.024578036	0.00850047	0.00412803	0.004439947	0	0.000640671	0	0	0.03159717	0	0	0	0	0.057235619	0	0	0	0	0	0	0
TL1-5.bin112	0.176768081	0.461557664	0.171096295	0.255105084	0.208418817	0.531615507	18.23123351	19.75984012	7.524566477	55.52284317	6.707638794	9.564474574	16.85107826	16.52850239	0	0	0	4.470030264	0	7.891928417	12.99276904	8.715618321	0.2444825	0.031558646	0.004803912	0.012108384	0	0	0	0	0	0	0	0	0	5.169584148	6.034461256	8.357512561	4.296126846	10.87480003	0.674138165	5.008843506	6.446336219	0.54490837	1.540780786	18.61358204	7.694331514	1.197849538	22.34132348	1.736609774	0.216760846	2.49586998	1.600087804	8.137865332	0	0	0	0	0	0	4.817457741	0	0	0	2.878833007	1.40793518	2.311238206	9.029957312	0.872734888	2.539054841	0.60094748	0.534755948	0.467885808	0.162104187	0.161349985	0	0	0.156704228	0	0.02939056	0.005209498	0.300514765	0.558219885	0.162104206	0	0	0	0	0	0
TL1-5.bin36	0	0.008006442	0	0	0	0.002182091	1.062938948	2.459978792	0.384099302	0.461029007	0.126339432	0.259834329	3.499619518	4.235391142	0	0	0	0.238743623	0	0.228657311	0.847449393	0.68128925	0.243290064	0.381828726	0	0	0	0	0	0	0	0	0	0	0	1.695124963	1.34666175	2.010859188	1.390247516	1.53776482	0	0.229340729	0.133631878	0	0.045250159	0.69857207	0.50020455	0.189476611	1.992674422	5.336649031	1.157911905	18.91555312	16.63064877	22.25087262	0	0	0	0	0	0	0.186513438	0.025100277	0	0	0.152894671	0.109807072	0.191691869	0.169671731	0	0.416739168	0.243398815	0.242580456	0.197390461	0	0.120760485	0	0	0.06607842	0	0.001108885	0	0.039880107	0.141525044	0	0	0	0	0	0	0
WH3.bin15	0	0	0	0	0	0	0.011371936	0.120820029	0	0	0	0.082836475	0.214202684	0.542884665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115452324	0.070753678	0.071082406	0.082846852	0.103830597	0.082006287	0.071181021	0.095587709	0	0	0	0	0	0	0.003929453	0	0	0	0.027115294	0.830781358	0	0	0	0	0	0.068059514	14.00945787	0	0	0	0	0	0	0	0	0	0	0	0.022996332	0	0	0	0	0	0.022264728	0	0.083677323	0.864627888	0.022996335	0	0	0	0	0	0
WY1.bin55	1.253848609	3.313789752	2.869309746	3.086620446	1.877434497	4.023596396	9.908039426	23.66040262	4.49135843	4.064639321	2.693380611	1.472632959	71.62353445	92.50501911	0	0	0	4.146262392	0	4.136246212	12.32208544	9.113085426	1.963351178	13.08893513	0.369508904	0.094148608	0.197907265	0.085539138	0.121948148	0.01963338	0.044715613	0.042765809	0.02224501	0	0	13.9068808	15.07607831	22.31400717	15.08055371	18.50180295	0.060244529	1.166327638	0.504334279	0.13434195	1.503042628	3.057389941	1.471172871	1.263991379	7.455566376	9.459953941	0.68395267	18.3893943	9.485902775	3.677269928	0	0	0	0	0	0	0.871263119	0.013411114	0	0	8.028241669	3.856614851	15.05985001	4.947364601	4.154980788	2.798977045	1.053966626	1.018458424	0.841825377	0.042519789	0.010067607	0	0	0	0	0.078949595	0.048996046	0.137025939	0.36276733	0.042519794	0.08207084	0	0.020274163	0.041356007	0.031349503	0
WY2.bin12	0.068722953	0.288362927	0.077202386	0.104718326	0.084973648	0.175138513	0.592906492	1.716595197	0.332531319	0.044474179	0	0.217209499	46.12033041	47.92643694	0	0	0	0	0	0	0	0	323.1072509	1674.672468	0	0	0	0	0	0	0.22308492	0.360650473	0	0	0	225.9149817	290.9369889	288.0071863	259.455314	426.8867239	0	0.299522534	0.192468355	0.004235369	0	7.976852647	5.346813352	12.90517565	2.180520896	7.287230433	6.619491989	3.717973099	2.760033708	0.195165756	1.147365258	0.121058914	1.782398891	0.007079015	0.00239256	0.009280991	0.259579001	117.1297496	0.153019419	0.003071255	19.11301763	17.62998157	18.35604292	20.1832735	17.29293265	18.53920395	6.489369652	3.888816061	3.292158189	0.179332447	0	0	0.009999497	0.025350161	0	0.820335831	0.459409554	0.737021531	3.293053746	0.179332469	0.002847368	0	0	0	0	0
WY2.bin148	1.045071131	2.731115851	2.294316883	2.111021298	1.517291492	3.380126091	6.800022903	12.07053897	6.062833716	4.130026734	1.946224417	0.982666751	52.38081303	66.44217247	0	0	0	0.357183403	0	2.374430771	3.240022075	4.085424772	0.294604451	0.290724061	0.318120365	0.070753577	0.184709013	0.050052094	0.108636461	0.008866586	0.016780481	0.01680343	0.003690447	0	0	4.26440683	6.317514055	6.509264997	3.487900565	7.734405128	0	0.630007935	0.31580931	0.116853472	1.523602835	0.429524287	0.417808708	0.489758069	1.085463228	0.079578687	0.00914875	0.089421936	0.061190233	0.162128496	0	0	0	0	0	0	0.413850654	0	0	0	4.484228043	6.075197716	7.256191831	3.334236137	3.393082678	9.102199791	0.425096752	0.285524063	0.31696278	0.000281805	0	0	0	0	0	0	0	0	0.077579329	0.000281805	0.062901314	0	0.007733476	0.025339721	0.009004184	0
WY2.bin9	0.629995953	0.238605517	1.010592927	2.076534765	0.388943918	1.157180893	2.895695693	0.448127613	3.716353538	2.809208242	0	0.649608564	0.929123945	0.828478951	17.41179071	0.031756188	0.67946772	0	0	0	0.2904414	0.028679404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.340465151	0.463502321	0.903375533	0.970023964	0.050203388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25631482	0	0	0	11.91172674	26.90794999	18.14529164	9.298245151	11.70506841	0.013804931	0	0	0	0	0	0	0.001851252	0.717016298	0	0	0	0	0	0	0	0	0	0	0	0
WY3.bin41	0.659175822	0.254292564	1.082781	2.2133757	0.426034746	1.23235848	2.764541906	0.420434563	3.442992706	2.720393226	0	0.614247811	0.900905364	0.772037024	16.33654045	0.033039634	0.626174244	0	0	0	0.273623685	0.030840014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.313976598	0.409397889	0.823359928	0.839225205	0.049991424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226971103	0	0	0	12.11009447	22.70712564	19.80612852	8.180835446	12.55238743	0.009768364	0	0	0	0	0	0	0.000905827	0.689687438	0	0	0	0	0	0	0	0	0	0	0	0
WY4.bin48	0.225513985	0.999237426	0.276360571	0.438859429	0.356241949	0.873680074	32.97063019	81.30272833	10.898891	23.69234758	11.61497271	9.557684325	83.71108983	108.053866	0	0	0	26.13785029	0	18.44324568	61.2790896	60.18552603	9.650883602	83.98779907	0.084314335	0.045093081	0.028777114	0.023529912	0	0	0.013968505	0.016931953	0	0	0	51.82602621	45.31586455	92.51226935	66.24847297	55.90986388	0.808719547	6.984747545	4.127994584	0.576463552	0.963830464	23.99152341	8.647756446	5.133042826	49.47842785	65.54368932	4.570146686	139.5647984	69.2372575	26.98632834	0	0	0	0	0	0.020272471	5.233631142	0.216184614	0	0	5.715550465	4.105665275	6.540155391	8.943333345	2.918861339	10.34170393	5.383995125	5.518820939	4.33898663	0.383889322	0.087117015	0	0	0.079840119	0	0.583748448	0.360186567	0.94941137	1.953084264	0.383889368	0.003327535	0	0	0	0	0
WY4.bin64	0.255332184	0.766672859	1.939589066	1.363489457	0.41091375	1.054325607	73.20433262	124.5027907	46.56789281	17.12578769	2.622582091	6.796824148	52.31623116	39.44039477	0.008562282	0	0	10.50609617	0	3.385805461	61.9843813	9.268635102	0.641771875	0.367581119	0.435183398	0.069677332	0.051532582	0.017091867	0	0	0	0	0	0	0	5.764510037	11.28756116	14.65829614	6.959012679	13.05903836	0.254050198	3.499394797	1.264151444	0.808579507	9.670845652	6.625619259	7.119014879	3.254117811	20.7566314	0.008333559	0	0.155013145	0.112292513	0.847806438	0	0	0	0	0	0	2.411219143	0	0	0	41.51703694	14.3956056	29.40587365	40.55508951	8.955474135	10.41569202	0.804608117	0.977473563	1.115100231	0.478282592	0.003952722	0	0	0.011585445	0.075553612	0.017573146	0.033442352	0.620036868	0.973117267	0.478282649	0.010466369	0	0	0	0	0
WY5.bin4	0.643424795	1.717531092	2.214947325	1.838798278	0.922601732	2.161943943	45.67203801	82.36783497	28.13015347	11.55761009	2.537120868	4.38636368	59.24981195	58.92972487	0	0	0	7.303787003	0	3.243945216	40.46407764	6.983230368	0.674184449	0.851300799	0.409095349	0.087171294	0.107893918	0.043380647	0.057578136	0	0	0	0	0	0	7.036903006	11.68092598	14.6215985	7.48550843	13.42298409	0.16437453	2.26468372	0.84205351	0.442278801	6.081828498	4.877465168	4.352039202	2.309110682	14.3389691	1.058430374	0.074743287	2.320443851	1.227130067	1.059802702	0	0	0	0	0	0	1.676355542	0	0	0	24.6614553	8.897331148	20.26950198	21.67724341	7.08955105	6.399528452	0.663351688	0.755966948	0.816880752	0.312072878	0	0	0	0	0.004285099	0.0395724	0.044061726	0.376477122	0.657799927	0.312072915	0.055416025	0	0	0.00956578	0.000825481	0
YF1.bin133	0.512698617	0.952953534	0.414735345	0.447259135	0.494919385	1.205838864	2.080736453	4.792683665	2.551563096	2.858378776	1.436441393	0.562734919	19.61776537	27.63723015	0	0	0	0.063537555	0	1.752831316	0.723540855	5.3383988	1.24039351	0.668896713	0.118531139	0.033517739	0.08420138	0.012859399	0.036603166	0	0.066550664	0.036947092	0.05340656	0	0	1.326088053	1.710913611	1.739033956	0.790425742	1.407072766	0	2.027751166	0.584959517	0.067352776	1.280233018	1.159529864	1.837048823	9.357526337	1.570060551	0	0	0.060202108	0.050029122	0.038463992	0	0	0	0	0	0	1.421939713	0	0	0	0.483086142	0.494846007	0.994091545	0.787360349	0.088109187	37.71581681	0.900951796	0.077594375	0.104616707	0	0.052975481	0	0	0	0	0	0.008302571	0	0.088364262	0	0.077479567	0	0.013852795	0.035538929	0.023804804	0
YF1.bin28	0	0	0	0	0	0	0.058453538	0	0.070610174	0.295332075	0.335114558	0	0	0	0.094811157	0	0	0	0	0.168230845	27.0490328	1.174756418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.047694229	0.109538726	0.024249034	0.067934745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.705311999	0	0	0	0	0	0	0	0	19.31902249	0.474836091	0.051693375	0.063563506	0	0	0	0	0.060705294	0	0	0	0	0	0	0	0	0	0	0	0
YF1.bin39	0	0	0	0	0	0	0.025844451	0	0	2.094777532	0	0.230585417	0	0	0	0	0	0	0	0	0.161306597	0.286343005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.54867849	1.806268293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YF1.bin53	0	0	0	0	0	0	0.166835393	0.162179409	0.065942495	0.687362874	0.0199192	0.07728852	0	0	0	0	0	0.001953655	0	0.032822796	0.105993083	0.320455943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2534962	5.185659745	0.605989029	0.844472894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YF1.bin84	0	0	0	0	0	0	2.630952857	0.558176412	1.853095881	3.323938779	0	0.636148515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.50585458	1.920583642	2.404310182	2.62941513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YF1.bin97	0.061048952	0.198049551	0.299214815	0.294458666	0.093004873	0.257976565	20.23892193	29.07277905	18.62115708	8.290853488	4.101365629	3.24657273	9.106377199	8.663040929	0	0	0	2.436765664	0	4.435895914	15.97366731	14.17505708	0.214062462	0.180402646	0.046370563	0	0	0	0	0	0	0	0	0	0	1.780463589	2.367576784	3.380665708	1.974428397	2.663474944	0.113590309	2.143831954	1.041640936	0.529669832	2.467930989	1.969618901	1.547216193	1.391022906	4.955179311	0.841011301	0.066608618	0.901565881	0.520173664	0.619051158	0	0	0	0	0	0	1.402424191	0	0	0	5.217918517	9.329366307	5.250040905	4.661850571	1.540544331	37.62922466	1.710121685	1.215713481	1.28205067	0.072646668	0	0	0	0	0	0.023294807	0.052667117	0.1077663	0.298464045	0.072646676	0	0	0	0	0	0
