	BP4	BP5	BP6	BP7	BP8	BP9	DBS1-1	DBS1-2	DBS1-3	DBS2-1	DBS2-4	DBS2-5	DS3	DS4	DX1	DX2	DX4	FK1	FK2	FK3	FK4	FK5	HSP1	HSP2	JA1	JA2	JA3	JA4	JA5	JA6	LL2	LL3	LL4	LL6	LL7	LSA1	LSA2	LSA3	LSA4	LSA5	MAS1	MAS2	MAS3	MAS4	MAS5	SKS1	SKS3	SKS4	SKS5	TL1-1	TL1-2	TL1-3	TL1-4	TL1-5	TL2-1	TL2-2	TL2-3	TL2-4	TL2-5	WH1	WH2	WH3	WH4	WH5	WY1	WY2	WY3	WY4	WY5	YF1	YF2	YF3	YF4	YF5	YP1	YP2	YP3	YP4	YP5	YS1	YS2	YS3	YS4	YS5	ZJ1	ZJ2	ZJ3	ZJ4	ZJ5	ZJ7
BP4.bin1	5.331936997	4.646550069	4.83444415	5.678374876	4.289296467	4.45699464	0.713372841	0.614402289	0.529090367	0.467588628	0	0.236762447	0.090522065	0.104450211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161746002	0.295674446	0.255196054	0.196434898	0.236257761	0	0	0	0	0	0	0	0	0	0	0.05679278	0.035718041	0.043708931	0.02059597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18116328	0.240672675	0.211937304	0.160707006	0	0.018214519	0	0	0	0	0	0	0	0	0	0	0.174216765	0	0	0	0.344009505	0.175768629	0.269121875	0.278479356	0.292239401	0.311535431
BP4.bin11	37.98190736	21.54840795	48.4526235	116.1725412	65.8346825	78.19994115	2.064815891	1.009938772	4.418964665	17.7535388	0.085268768	0.319336374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.404680577	0	0	0	0	0	0	0	0	0.205680175	0	0	0.015642236	0	0	0	0	0	0.342770713	0.268234363	0	0	7.602021858	14.16921823	10.64789998	6.64942865	14.2314931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP5.bin109	0.189509091	5.409686026	3.847154056	1.274169767	3.79889336	3.543196492	0.053679947	0.041020293	0.046119312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034846129	0.028439376	0.18328596	0.071048597	0.33676388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025646454	0.02355926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001318244	0	0	0	0	0	0	0	0	0	0.656516244	0.040607683	0.028316231	0	0	0	0	0	0.055288695	0.002591376	0.029223056	0.048595985	0.066531724	0.055456039
BP5.bin11	8.484836881	11.5143319	12.18745097	6.631172344	14.25661368	10.10908344	0.019286356	0.023276431	0.019685113	0	0.23959732	0	0.143449604	0.314470059	0	0	0	0	0	0.053422935	0	0	0	0	0	0	0	0	0	0	0.050838493	0.46617674	0.868329929	0.552748721	2.861289859	0	0	0	0	0	0	0	0	0	0	4.197945701	0.221863569	0.088544319	0.208593412	0	0	0	0	0	0	0	0	0	0	0	0	0.022095671	0	0	1.804424346	2.746562325	2.377232684	2.439993081	2.275498924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019746859	0	0	0
BP5.bin120	33.89531349	20.22588615	44.97903405	107.3569062	61.93708543	73.62513295	1.633956348	0.822343973	3.680349848	15.78960314	0.075531825	0.315057819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385884641	0	0	0	0	0	0	0	0	0.197753958	0	0	0.014673723	0	0	0	0	0	0.310706255	0.245759397	0	0	6.987899357	13.1619382	9.748613398	6.042305361	13.02650949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP5.bin56	4.42828965	8.759745917	12.49588718	8.603759896	8.366919876	8.301521045	3.560384108	2.131652806	2.420154334	0.262748998	0	0.140397912	1.280470711	1.060290631	0.084114476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013285903	0.003159473	0.009205652	0	0	0	0	0	0	0	0	0	0	1.112638602	0.312574754	1.384264257	0.784938621	0	0	0	0	0	0	0	0	0	0	0	0	0.000282535	0	0	2.61107249	3.215526962	2.138586451	2.396684525	1.502949205	0	0	0	0	0	0	0	0	0	0	0	0.986465623	0	0	0	4.822626572	2.502075454	4.236861257	4.035684496	3.360243236	2.484122913
BP5.bin97	7.792890164	10.22120682	7.036579743	9.410708413	2.566251853	4.709951137	0.070879407	0.023719034	0.009405994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012491967	0.02517769	0.021997467	0.024070815	0.018147262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137593777	0.323349214	0.204826797	0.103932035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066542565	0.019377022	0.051510512	0.048568392	0.050970397	0.052304081
BP6.bin107	30.44795545	5.483475296	16.23626854	8.41448912	6.048402642	2.988376974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP6.bin16	2.528505179	3.150842706	6.740751628	9.073950969	4.103432186	3.787341967	0.571835238	0.357261822	0.593440106	0.060288227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137874664	0.175893422	0.173583135	0.123324033	0.126950784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025951148	0.052341118	0.023332519	0.009615026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.575751833	0.277679184	0.44126877	0.534692007	0.527437661	0.402977245
BP6.bin18	1.122520885	1.281584153	9.328437838	4.476781058	1.847071875	3.406408998	0.128001176	0.089590899	0.139378917	0.035598337	0	0	0.013408015	0.00599685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407382994	0.308110072	0.25679325	0.315842308	0.213582083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043206625	0.059080567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.046554141	0.013049284	0.150187416	0.168195721	0.211704197	0.637177449
BP6.bin30	2.859315867	4.96982002	7.607297067	4.96082988	3.888195595	5.977019476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003870892	0	0.016775811	0.009548981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047946927	0.042630742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024170679	0	0	0
BP6.bin4	6.425542227	9.581074541	13.78565235	6.884466008	15.50962237	10.83395581	0.020932034	0.035415665	0.033258412	0	0.350795817	0	0.191836166	0.345163223	0	0	0	0	0	0.09377579	0	0	0	0	0	0	0	0	0	0	0.042306269	0.292031665	0.512525138	0.341163229	1.426470304	0	0	0	0	0	0	0	0	0	0	6.021096121	0.28838341	0.122201069	0.291991764	0	0	0	0	0	0	0	0	0	0	0	0	0.031524122	0	0	1.771320426	2.666116063	2.184398561	2.454244857	2.048356266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP7.bin24	7.408056332	11.53639307	19.09415599	17.96861507	33.13224259	29.11350669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.03249445	9.686123641	11.08660987	7.7606261	5.277212466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111172398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36385639	0.424845314	0.838029342	0.372178235	0.379802942	0.111766329
BP7.bin36	2.331561536	1.049912754	4.510364202	8.191101602	4.795463406	3.123817242	0.135182704	0.040117155	0.026776681	0.164892599	0	0	0.038003963	0.030847206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007696738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081452665	0.3226486	0.249221565	0.174485649	0	0	0	0	0	0	0.042705377	0	0	1.956697142	0	0	0	0	0	0	0.020326661	0	0	0.023200187	0.03544535	0
BP7.bin48	0.954056061	1.251465816	3.763064621	10.21573249	4.839920367	4.15407706	0.052812531	0.031229892	0.026097539	0	0	0	0.093441562	0.072840902	0.104873752	0	0.033633945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006353127	0	0.013827928	0.00873511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022795854	0	0.032270727	0.060641112	0.081300874	0.013441073
BP7.bin50	3.522164112	6.313440398	18.94217854	57.38796683	28.30630533	19.76535225	9.033646498	4.762383282	7.479342929	1.670128924	0	0.32069723	0.102132494	0.136020126	0	0	0	0	0	0	0	0.003245793	0	0	0	0	0	0	0	0	0.071216581	0.13430307	0.121145466	0.152351325	0.181715968	0	0	0	0	0	0	0	0.002355237	0	0	0.556536679	0.01607542	0.007227935	0.092273869	0	0	0	0	0	0	0	0	0	0	0	0	0.097640658	0	0	0.184645119	0.394536324	0.21071533	0.37551624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145125278	0.052044006	0.255315566	0.247912873	0.31306471	0.054650875
BP7.bin53	3.741954337	1.306618257	6.071314149	10.82113068	3.213402916	2.606326678	1.111874004	0.547025522	0.494174096	3.643926845	0	0.612694715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088421531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13932886	0.288959333	0.356398859	0.196352611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012738335	0	0	0.000362641	0.014420043	0
BP7.bin70	0.492463906	0.666671658	1.413196764	32.17948777	2.608550014	0.792968319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP8.bin110	3.953935883	5.56486259	17.31695988	35.03348349	15.58157556	14.36013192	0.492219674	0.088784991	0.489835766	0.537499298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123897968	0	0	0.002907792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162068325	0.022163509	0	0	0.899575286	0.715194504	0.801341023	0.276217427	0.22400111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP8.bin121	2.366416299	4.218343576	10.68906244	18.09825109	10.06835049	7.56845153	5.241424435	4.016697407	2.845756162	3.71124799	0.001539968	1.759639019	0.055281745	0.046041035	0.022475113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08977016	0.131611386	0.107988331	0.095783799	0.074398952	0	0	0	0	0	0	0	0.050081482	0.005000178	0	0.11139657	0.000542343	0.066718702	0.073280881	0	0	0	0	0	0	0	0	0	0	0	0.058303673	0.010741984	0	0	0.081876046	0.077295292	0.052134605	0.049704304	0	1.555666673	0.0182861	0	0	0	0	0	0.220475679	0	0	0.025275564	1.771150148	0	0	0	0.408597456	0.180750666	0.27224591	0.335954839	0.341035463	0.349434112
BP8.bin17	2.534809633	3.837480778	10.27401455	14.8044214	14.6108709	6.667073145	0	0	0.02194719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018317284	0	0	1.342635522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021420632	0	0	1.503731222	1.496800579	1.467353686	1.632505201	1.201525547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP8.bin98	0.491338997	1.448839918	4.568695713	3.154664998	5.313480765	5.937291162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06480355	0.361679264	0.32668664	0.277526994	0.143089793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002732285	0	0	0.004184322	0.003878556	0
BP9.bin120	4.442802688	4.973140284	6.093581006	8.889815505	4.402368369	4.784482484	0.163526495	0.15185638	0.121845234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016971073	0.025414508	0.024380532	0.029812218	0.033387855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029022059	0.105019187	0.045860982	0.019392299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079786088	0	0.063600862	0.051157826	0.061971006	0.024797219
BP9.bin128	7.591151201	18.29070271	25.91697696	21.30619697	29.160251	29.42061658	2.615800773	3.251835	2.767689886	0.115782037	0	0.030965781	1.79533392	1.162153879	0	0	2.334565812	0	0	0	0	0	0	0	0.048155103	0.284188383	0	0	0	0.000720952	18.96928151	19.53801745	29.86899933	12.42242786	14.82112886	0	0	0	0	0	0	0	0	0	0	0.112811854	0.082295961	0	0	0	0	0.007792121	0	0	0	0	0	0	0	0	0	0.1040629	0	0	0	0	0	0	0	0	0	0	0	0	0.015858302	0	0	0.041758753	0	0	0	0	0	0	2.479685536	3.055624593	5.270283573	5.247896345	4.371357546	1.989599286
BP9.bin131	0.432999371	3.747145082	15.1694609	23.29620129	14.25164593	16.00715281	0.008241995	0	0	0	0	0	0.015740478	0.007853446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069718882	0.134902729	0.075333846	0.127525139	0.127859654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026572323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.406330173	0.527878554	0.590698779	0.702443937	0.749406875	0.57708312
BP9.bin133	5.785041884	9.400775611	14.60078157	7.962114515	19.54659779	14.52860102	0.029072072	0.060531526	0.058552605	0	0.55926078	0	0.285715439	0.457877544	0	0	0	0	0	0.155230223	0	0	0	0	0	0	0	0	0	0	0.040342677	0.11258856	0.195467071	0.168130053	0.215873845	0	0	0	0	0	0	0	0	0	0	9.345651492	0.393161178	0.219449015	0.482329801	0	0	0	0	0	0	0	0	0	0	0	0	0.052085276	0	0	2.042262267	2.951555256	2.265718274	2.772629817	2.127421583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP9.bin23	1.566269838	2.733603762	3.434751748	3.769049171	2.812764822	3.840978195	0.476187281	0.430113032	0.55556255	0.145864461	0	0.014476213	0.054457379	0.052481808	0.001186415	0	0	0	0	0	0	0	0	0	0.003228775	0.007041036	0	0.016937185	0	0	0.231835386	0.312934814	0.349741653	0.194897962	0.267109197	0	0	0	0	0	0	0	0.006492312	0	0	0.01956225	0.006006297	0.018273505	0.056019054	0	0	0	0	0	0	0	0	0	0	0	0.005761622	0	0	0	0.121515465	0.115541039	0.112824727	0.068429786	0	0.019445701	0	0	0	0	0	0	0.021935078	0.051305297	0	0	0.039623507	0	0	0	0.792788305	0.546911089	0.768880455	0.852080583	0.869376946	0.613364048
BP9.bin31	1.711643978	2.586861549	4.755989536	7.39583547	3.387603204	4.125917735	0.500241298	0.294129844	0.688374563	0.081942557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169594928	0.185298627	0.232296849	0.101233554	0.151661404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030041681	0.054160809	0.039083951	0.015680745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.594559649	0.32862897	0.561709686	0.692948116	0.688906812	0.391277728
BP9.bin4	3.531794128	7.345225292	7.447653905	3.197973655	6.665661069	8.432462723	2.837590919	2.793537323	2.941429647	2.370609574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035404892	0	0.057807035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241301285	0.375237882	0.301576812	0.114729045	0	0.061532088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.339001572	0.059549839	0.076553056	0.059013679	0.125733997	0.460233898
BP9.bin43	30.16911427	20.41324429	78.59987718	146.8421578	60.48642126	52.3966635	0.210059322	0.006514935	1.305913007	4.986508802	0.038192822	0.090827711	0	0	0	0	0	0	0	0	0	1.118587075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135110395	0	0	0	0	0	0	0	0	0.083006316	0	0	0.002590037	0	0	0	0	0	0	0.227150532	0	0	16.96445546	23.19641397	23.76996683	8.85292294	16.03379075	0	0	0	0	0	0	0	0	0	0	0	0.006123928	0	0	0	0.033126865	0	0.025585618	0.037746048	0.051534628	0
BP9.bin45	0.176965445	1.306056423	4.789973287	1.995069853	5.022789693	7.304772153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078221069	0.476806442	0.457511753	0.37581288	0.167088825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP9.bin57	1.358984646	3.889528205	10.78290443	4.618608345	7.711491849	11.80861774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.523752994	1.764684316	1.796289916	1.521654865	1.046696865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040922855	0	0.029631838	0.023445834	0.033003686	0
BP9.bin59	2.559883043	4.5051359	9.641794156	14.39861589	10.37412506	8.506020653	5.471754679	3.95030889	2.772645744	1.786527144	0	0.832404663	0.09634359	0.072730805	0.315471202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.570908365	0.901916471	0.66454941	0.676286171	0.521227691	0	0	0	0	0	0	0	0.003512252	0	0	0.222238789	0	0.063224332	0.061635067	0	0	0	0	0	0	0	0	0	0	0	0.00310635	0.010969873	0	0	0.029430492	0.033934917	0.022748435	0.015659432	0	0.566042262	0	0	0	0	0.073483014	0	0.0954043	0.041816059	0	0	0.703381315	0	0	0	2.332048293	1.24053726	1.363523181	1.763479925	1.886005538	2.66635018
DBS1-1.bin77	1.724317387	2.989620073	4.208291435	11.6362317	4.736016105	6.111505354	27.23928994	17.70248762	17.86879688	5.369853316	0.854518188	0.442595479	0.227629566	0.186158378	8.391557404	0.065883317	2.404871839	0	0	0.70378316	1.324062242	1.056910644	0.008717373	0	0.124259843	0.090868123	0.046333919	0.123551184	0.153020664	0	0.322938254	0.577868251	0.667560285	0.267643837	0.475265637	0	0	0	0	0	0	0.00029483	0.629491085	0.567669829	1.121751095	0.872823782	0.064334071	0.161330267	18.47370817	0	0	0	0	0	0	0	0	0	0	0	0.225231329	0	0	0	0.793997496	1.125286028	1.187060418	0.565656057	0.027755092	0.053767832	0	0	0	0	1.375966728	0	2.12101624	0.81447767	0.596286435	0.006757926	0.17546494	0.102053336	0	0	0.730458662	0.323618061	0.783173143	1.066641559	1.254104765	0.550977053
DBS1-1.bin82	0.015073633	0.01625732	0.044228701	0.040537083	0.011417358	0.017302923	8.76229776	5.290964778	10.61381668	0.274976798	0.002114556	0.019792164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040074192	0	0.096817483	0.258491826	0.958543148	0.825664217	0.251309256	0.441090383	0	0	0	0	0	0	0	0	0.357720314	0	0.010055565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05126184	0	0.026128473	0	0	0	0	0.020889477	0	1.652331228	0.146065235	0	0	0	0	0	0	0	0	0.000819034	0	0.004512463	0
DBS1-2.bin51	2.425992315	3.810164957	7.166811534	10.21540495	9.818996094	6.807955295	30.25224304	21.54210709	14.38755602	0.947589989	0	0.425375721	0.267989194	0.205717321	1.332725579	0	0.084181657	0	0	0	0	0	0	0	0	0	0	0	0	0	1.387365754	2.110436162	1.528903888	1.627818171	1.189156414	0	0	0	0	0	0	0	0	0	0	0.874686471	0.019626998	0.190223096	0.20046391	0	0	0	0	0	0	0	0	0	0	0	0	0.007294913	0	0	0	0.000299717	0	0	0	0	0	0	0	0	0.349135985	0	0.06885756	0.257550146	0	0	0	0	0	0	7.029261285	3.810694349	3.846831333	5.180478567	5.676540923	8.817853511
DBS1-3.bin14	0.250633056	0.563822792	0.613731419	0.265024829	0.518391958	0.662315253	2.282398499	1.731205889	3.042859467	0.376306866	0.87717221	0	0.034644396	0.024734074	0	0	0	1.646777554	1.211028859	0.546618504	1.273086831	1.934675045	0	0	0.033982663	0	0.144580959	0.127250388	0.411483276	0	0.022694221	0	0.037883558	0	0	0.249543771	0.147570734	0.177712434	0.027828529	0.169593126	0	0	0.0329378	0.015819306	0.118518135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097102184	0	0	0	0.002291621	0.024548563	0.017978009	0	0	0.400349775	0.03041352	0	0	0	0.128322407	3.589496038	1.596424855	2.061327378	0.720139485	0	0	0	0.005571718	0	0.097590816	0	0.008415395	0.03008749	0.028838303	0.044207323
DBS1-3.bin155	0	0.005573282	0.021653409	0	0.001997527	0.023852372	28.30423305	19.62129972	18.05347551	1.303561823	0.052296841	1.81642375	0.431433273	0.35560652	0.907689161	1.282470834	0.282160257	0.101444533	0	0.017157952	0.027754274	0.136443523	0	0	0.063168367	0.027693881	0.142414961	0.035431404	0.150105168	0.00966562	0.021731659	0.008736314	0.025797032	0.005090908	0.002517785	2.410983056	3.463504421	2.669037927	1.976725452	2.317954675	8.571449015	3.711620381	2.750279214	6.098231839	7.177118003	0.124012689	0.061196508	0.050557676	0.338092133	0	0	0	0	0.378050371	0	0.048514557	0.274027054	0.310683483	0.108542179	0	4.224917274	0	0	0.096175641	0.000220907	0	0	0	0	2.653146505	0.348485605	0.090786321	0.113725672	1.121399873	2.661030121	5.482828134	3.360127483	5.974636728	2.665627789	0.56018877	0.908818714	0.432706118	1.269972491	1.121400007	0.042580478	0	0.005324876	0.049438225	0.033799928	0.021043472
DBS1-3.bin89	0.685908451	0.356433689	0.861265184	0.696054762	0.672210057	0.790341436	5.85830681	2.468595082	5.727008128	3.556318054	0	0.697155903	0	0	0	0	0	0.042342999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041548767	0.135033617	0.257943758	0.075854836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103695871	0	0	0	0.088313948	0.153772024	0.222825529	0.114790067	0	0	0	0	0	0	3.485700356	0	0	1.704359103	0	0	0	0	0	0	0	0	0	0	0	0
DBS2-1.bin132	0	0	0	0	0.044543062	0.132030007	0	0	0	27.14991193	0.060676059	0.070651197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025134972	0.037245326	0	0	0	0	0	0	0	0.009152113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBS2-1.bin15	0.244356983	0.074377713	0.296604221	0.5413921	0.130328329	0.140458611	0.298302478	0.145343591	0.235899044	7.946118625	0	0.861712562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073292641	0.044671749	0.007822075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026510828	0	0	0	0.042820222	0.08181837	0.127622271	0.032013238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBS2-1.bin22	0.236055767	0.607175469	0.574637199	0.422036861	0.824393964	0.820121938	2.670796212	1.597778038	1.083597968	6.943946584	0.016022102	0.034049018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003786045	0	0.022764794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074014296	0.160078647	0.151278157	0.055709982	0	0.024740935	0	0	0	0	0.033661523	0	0	0	0	0	0	0	0	0	0.326942538	0.042380236	0.060618564	0.056592377	0.112872907	0.448882279
DBS2-1.bin60	0	0	0	0	0	0	0	0	0	15.80277784	0	0.011470159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003411491	0	0	0	0.00860645	0
DBS2-1.bin74	0.32749304	0.074993355	0.439264215	1.21595285	0.225209953	0.195692969	1.858160853	1.037643474	0.842623216	23.30658739	0.040393271	2.024954678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036278541	0.10187279	0.122678965	0.065544831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBS2-1.bin87	0.072415665	0.052884957	0.126823365	0.055180314	0.046839703	0.175019842	3.02082266	1.694894393	1.826651492	9.512018187	0.070895889	0.126485703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.700468383	1.823397939	1.769011414	0.846283711	1.161399472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBS2-1.bin89	0.075811995	0.050032625	0.14041311	1.175428788	0.422901155	0.202613266	0.432454328	0.225253856	0.781307018	73.87816422	0.378858733	25.69294436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130211917	0	0	0.028596527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042350698	0	0	0	0.598993871	1.015154454	0.945964742	0.517852096	0.134879639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
